2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,2
2,0,0,6,6,6,0,0,0,3,0,0,0,0,6,6,6,0,0,2
2,0,0,6,5,6,0,0,0,0,0,0,0,3,6,5,6,0,0,2
2,0,0,6,6,6,0,0,0,0,0,0,0,0,6,6,6,0,0,2
2,0,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2
2,0,0,0,0,1,1,1,1,9,9,1,1,1,1,0,0,0,0,2
2,0,0,0,0,1,1,7,1,9,9,1,7,1,1,0,0,0,0,2
2,0,0,6,0,1,1,1,1,9,9,1,1,7,1,0,0,0,0,2
2,0,0,0,0,7,1,1,9,9,9,9,1,1,1,0,0,0,0,2
2,0,0,0,6,9,9,9,9,4,4,9,9,9,9,6,0,0,0,2
2,0,0,0,6,9,9,9,9,4,4,9,9,9,9,6,0,0,0,2
2,0,0,0,0,1,1,1,9,9,9,9,1,1,1,0,0,0,0,2
2,0,6,6,0,1,1,1,1,9,9,1,7,1,1,0,0,0,0,2
2,0,6,6,0,1,1,7,1,9,9,1,1,1,1,0,0,0,0,2
2,0,0,0,0,1,1,1,1,9,9,1,1,1,1,0,0,0,0,2
2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2
2,0,0,6,6,6,0,0,0,0,0,0,0,0,6,6,6,0,0,2
2,0,0,6,5,6,0,3,0,0,0,0,0,0,6,5,6,0,0,2
2,0,0,6,6,6,0,0,0,0,0,0,0,0,6,6,6,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,2
2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2
2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
